4837900, 4446400, 4209800, 4099500, 4280100, 4593000, 3137200, 3896200, 4628900, 3476100, 
8256400, 10764700, 8266200, 7772000, 7952200, 8060000, 8426300, 7600600, 6819900, 9377600, 
20325, 19969, 20010, 19953, 19813, 19918, 19888, 19846, 19912, 19893, 
