1512300, 1481100, 1470800, 2071300, 1929800, 1859200, 1935400, 1722100, 1847700, 2038500, 
2113500, 1971300, 2384200, 1717700, 1439200, 1765100, 1839100, 1735900, 1953600, 1554100, 
3558000, 3398300, 3499900, 4202600, 4684300, 4260300, 3423200, 3634900, 3284200, 3110300, 
11521, 10534, 11111, 12218, 11457, 10727, 11412, 11571, 11259, 11899, 
25839, 25565, 24232, 23918, 23145, 23082, 22738, 22827, 23145, 25478, 
