120100,119700,122000,119300,119700,119300,122500,119700,122100,120500,nano
2749200,2739000,2660800,2577400,3460400,3791400,2797700,2750000,2486200,2429200,nano
6490,6704,6334,6817,6334,6308,6342,6312,6322,6284,milli
16117, 14543, 14356, 14047, 14288, 14611, 14178, 14264, 13459, 13365, 
1443700, 1356300, 1470300, 1428200, 1793200, 1551000, 1404400, 1581000, 1521800, 1722800, 
